"sessionToken","Finished","age","gender","country","race","education","SES","ageoverwatch","accounts","totalhours","weeklyhours","class","peaksr","currentsr","team","aids","level","league","congruent","incongruent","RTinterference","mixingCosts","speed","switchCosts","userCode","updatingaccuracy","MD","outlier_maha","educationcode","zCSR","zAGE","zSES","zEDU","zTH","zWH"
"FqzowVmB1625387043211","TRUE",22,"Male","Australia","White","Bachelor's degree",6,17,"No",800,10,"Tank",3555,3246,"Solo queue","VOD reviewing,YouTube video","Casual","No",427.068794319816,528.564285709744,0.237656070262822,343.758134732831,538.589035093784,20.624258755031,138304,0.87,4.093,FALSE,4,0.737210491931694,-0.258780752691116,0.0148192244216564,0.548670758477463,-0.205477880714531,0.0125903276697799
"GFtbhQ0L1625312672566","TRUE",28,"Male","United States","White","Bachelor's degree",6,22,"Yes",300,12,"Damage",2800,2500,"Solo queue","Training maps (workshop),Coaching (team)","Professional","Yes",538.274803149662,649.821875000499,0.207230714122471,212.645409125281,439.540865384687,37.5311167942936,138275,0.4,2.668,FALSE,4,-0.369591627962925,0.908940660278712,0.0148192244216564,0.548670758477463,-0.62405074839501,0.31811561245644
"GPLb4aeg1623177883416","TRUE",20,"Male","Poland","White","High school degree or equivalent (A levels)",5,15,"No",948,4,"Support",3100,2900,"Solo queue","Training maps (workshop)","Casual","No",410.450000000672,476.02499999702,0.159763674007165,292.304678363032,587.550877192303,174.751717175839,137317,0.75,0.537,FALSE,3,0.223867953750007,-0.648021223681058,-0.659455486763711,-0.765251321034357,-0.0815803118811096,-0.903985526690201
"Hy0bQXCZ1625622879284","TRUE",22,"Male","UK","White","Bachelor's degree",5,18,"Yes",2000,10,"Tank",2000,1800,"Solo queue","Training maps (workshop),YouTube video,Coaching (team)","Casual","No",669.724822695532,790.059523809879,0.179677827424731,-129.938176855572,1103.40567685602,-137.993970589296,138533,0.15,9.604,FALSE,4,-1.40814589596056,-0.258780752691116,-0.659455486763711,0.548670758477463,0.799097001718618,0.0125903276697799
"IkR8UUYi1627704851972","TRUE",19,"Male","United States","White","High school degree or equivalent (A levels)",8,15,"No",1750,20,"Support",2550,2400,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",538.009489049007,668.902272728356,0.243290845874704,533.824790971526,561.222666658825,205.219209041335,139395,0.82,2.094,FALSE,3,-0.517956523391158,-0.84264145917603,1.36336864679239,-0.765251321034357,0.589810567878379,1.54021675160308
"J0MalExc1625332460557","TRUE",18,"Male","England","White","High school degree or equivalent (A levels)",7,13,"Yes",4000,35,"Tank",4255,4100,"Team","Training maps (workshop),VOD reviewing","Casual","Yes",367.393265306119,390.707236842101,0.0634578086687456,168.385652281762,457.180736607142,648.443861111081,138292,0.91,6.186,FALSE,3,2.0042466988888,-1.037261694671,0.689093935607023,-0.765251321034357,2.47338847244053,3.83165638750303
"jm3tOZmp1627733538094","TRUE",24,"Male","Italy","White","Master's degree",7,20,"Yes",2000,3,"Support",3706,3624,"Solo queue","Training maps (workshop),YouTube video","Casual","No",406.125190834963,478.256097558068,0.177607566215752,298.290617961933,463.331415929098,410.384862656171,139460,0.51,0.87,FALSE,5,1.29802979665041,0.130459718298827,0.689093935607023,1.86259283798928,0.799097001718618,-1.05674816908353
"JSLW4RBu1625579597086","TRUE",20,"Male","Germany","White","High school degree or equivalent (A levels)",7,16,"No",1030,20,"Support",3011,2920,"Solo queue","Training maps (workshop),VOD reviewing","Casual","No",367.012408762953,436.606976743354,0.189624563962227,283.441330995276,443.289177480714,447.341713744686,138435,0.83,1.513,FALSE,3,0.253540932835654,-0.648021223681058,0.689093935607023,-0.765251321034357,-0.0129343615815111,1.54021675160308
"jyTYYB0J1625271013012","TRUE",18,"Male","United Kingdom","Asian/Pacific Islander","High school degree or equivalent (A levels)",8,13,"No",400,15,"Damage",2100,1950,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",552.150714285459,618.911363637075,0.120910192859229,478.852136753087,575.547863247621,18.2779661012391,138176,0.48,2.89,FALSE,3,-1.18559855281821,-1.037261694671,1.36336864679239,-0.765251321034357,-0.540336174858915,0.776403539636431
"K00kP6zD1625262092016","TRUE",23,"Male","United Kingdom","White","Bachelor's degree",4,19,"No",3000,4,"Tank",3850,3700,"Solo queue","VOD reviewing","Casual","No",380.764539006754,463.384090886875,0.216983314926433,426.180208331488,473.953124997871,227.463440856498,138135,0.61,0.334,FALSE,4,1.41078711717587,-0.0641605171961442,-1.33373019794908,0.548670758477463,1.63624273707958,-0.903985526690201
"kWUvX8Nm1625262420154","TRUE",27,"Male","Mexico","Hispanic or Latino","Bachelor's degree",6,22,"No",1015,9,"Tank",3000,2500,"Solo queue","Training maps (workshop),YouTube video","Casual","No",420.382432431788,463.632608698762,0.102882929757042,402.405978030817,520.485957451323,61.4250136691895,138137,0.59,2.121,FALSE,4,-0.369591627962925,0.714320424783741,0.0148192244216564,0.548670758477463,-0.0254915476119255,-0.14017231472355
"L6Dy20ly1627737426196","TRUE",20,"Male","United States","White","High school degree or equivalent (A levels)",7,15,"Yes",2300,7,"Tank",4488,4048,"Solo queue","VOD reviewing,YouTube video,Other","Casual","No",393.136690644909,458.270454539494,0.165677143458013,425.947988052936,444.134468088251,198.43641178559,139466,0.91,1.888,FALSE,3,1.92709695326612,-0.648021223681058,0.689093935607023,-0.765251321034357,1.05024072232691,-0.445697599510211
"ladQY4FR1625316869682","TRUE",24,"Female","United Kingdom","Asian/Pacific Islander","Bachelor's degree",6,21,"No",100,2,"Support",2500,2200,"Team","Training maps (workshop),YouTube video,Other","Casual","No",483.284328359721,583.651351353607,0.207676965927146,603.520757006396,607.638565022047,66.5560625867124,138282,0.59,1.226,FALSE,4,-0.814686314247624,0.130459718298827,0.0148192244216564,0.548670758477463,-0.791479895467202,-1.20951081147686
"LxyvrqQH1625580765096","TRUE",27,"Male","Scotland","White","Bachelor's degree",4,22,"No",500,10,"Tank",3064,2746,"Team","YouTube video","Casual","No",468.334074078666,583.488235287807,0.245880382365257,640.495871778723,555.766197185561,181.523385586372,138438,0.41,1.902,FALSE,4,-0.00461398520947175,0.714320424783741,-1.33373019794908,0.548670758477463,-0.456621601322819,0.0125903276697799
"LYiVh0FT1625549939038","TRUE",26,"Other","Finland","White","Bachelor's degree",4,23,"Prefer not to say",900,2,"Support",2227,2224,"Solo queue","Training maps (workshop)","Casual","No",387.946666692804,458.897561003522,0.182888268935431,685.239890764786,534.567381964221,275.373429058005,138415,0.48,0.654,FALSE,4,-0.779078739344848,0.51970018928877,-1.33373019794908,0.548670758477463,-0.121763307178436,-1.20951081147686
"MaYtQcwR1625501782634","TRUE",22,"Male","United States of America","White","High school degree or equivalent (A levels)",5,19,"Yes",2400,3,"Tank",4100,3950,"Solo queue","VOD reviewing,YouTube video,Coaching (individual)","Casual","No",458.85401459854,535.906976744186,0.167924785866941,315.637624521073,501.724444444444,151.619063109954,138340,0.57,0.521,FALSE,3,1.78169935574645,-0.258780752691116,-0.659455486763711,-0.765251321034357,1.133955295863,-1.05674816908353
"MuFcUttz1625505916138","TRUE",18,"Male","United States","Hispanic or Latino","High school degree or equivalent (A levels)",6,13,"Yes",400,10,"Support",2582,2318,"Team","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",425.779340277774,476.509069767468,0.11914558714051,404.106884162391,488.375045662109,403.335701754378,138356,0.89,1.974,FALSE,3,-0.639615737642309,-1.037261694671,0.0148192244216564,-0.765251321034357,-0.540336174858915,0.0125903276697799
"mXKxNGbd1627699724568","TRUE",18,"Female","United States","White","High school degree or equivalent (A levels)",6,13,"No",1400,5,"Tank",3106,2597,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",517.318840579926,582.850000005215,0.126674604295926,236.271512861146,660.939013453075,418.547165995305,139386,0.65,0.915,FALSE,3,-0.225677679397539,-1.037261694671,0.0148192244216564,-0.765251321034357,0.296809560502043,-0.751222884296871
"n1S0HkTn1627735381793","TRUE",19,"Male","Canada","White","High school degree or equivalent (A levels)",7,15,"Yes",500,2,"Tank",2752,2700,"Team","YouTube video","Casual","No",371.183098568043,460.917500030994,0.241752390691091,360.430163347623,497.755021819902,108.007797288616,139464,0.85,3.027,FALSE,3,-0.072861837106459,-0.84264145917603,0.689093935607023,-0.765251321034357,-0.456621601322819,-1.20951081147686
"n4O6kXCJ1627689390561","TRUE",19,"Male","Spain","White","High school degree or equivalent (A levels)",6,17,"No",1200,8,"Tank",3904,3700,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",486.329850746958,519.050000000526,0.0672797468699743,457.788636362349,510.556818182021,336.247272727435,139353,0.71,2.102,FALSE,3,1.41078711717587,-0.84264145917603,0.0148192244216564,-0.765251321034357,0.129380413429852,-0.29293495711688
"nrOHI3ty1625300971860","TRUE",19,"Male","India","Asian/Pacific Islander","High school degree or equivalent (A levels)",5,17,"No",60,2,"Damage",2300,1800,"Team","YouTube video","Casual","No",500.277272727291,586.307499999926,0.171965092085106,422.889530332715,579.289041095873,510.096428571412,138239,0.25,5.367,FALSE,3,-1.40814589596056,-0.84264145917603,-0.659455486763711,-0.765251321034357,-0.82496572488164,-1.20951081147686
"oAnbVi7E1623186720350","TRUE",18,"Male","United Kingdom","Other","High school degree or equivalent (A levels)",7,15,"Yes",1500,21,"Damage",3700,3700,"Team","Training maps (workshop)","Casual","No",336.405673758147,395.302777777943,0.175077617930249,277.863775317246,388.708154506949,330.447368421314,137331,0.9,1.654,FALSE,3,1.41078711717587,-1.037261694671,0.689093935607023,-0.765251321034357,0.380524134038139,1.69297939399641
"omvmyy1y1627689902436","TRUE",19,"Male","England","White","High school degree or equivalent (A levels)",7,18,"No",200,7,"Support",2400,2194,"Solo queue","Training maps (workshop),YouTube video","Casual","No",355.802068966833,424.512121211399,0.19311313293957,424.187823036636,411.458078605249,385.800650086467,139358,0.54,0.527,FALSE,3,-0.823588207973318,-0.84264145917603,0.689093935607023,-0.765251321034357,-0.707765321931106,-0.445697599510211
"ozfzvbAh1625506979705","TRUE",23,"Prefer not to say","United States","White","Bachelor's degree",8,19,"No",500,10,"Support",2800,1800,"Solo queue","YouTube video","Casual","No",443.778787877975,550.180851063513,0.239763742864598,477.178155497284,559.268396226443,152.700816696385,138363,0.47,1.468,FALSE,4,-1.40814589596056,-0.0641605171961442,1.36336864679239,0.548670758477463,-0.456621601322819,0.0125903276697799
"PcCNF1js1627689409086","TRUE",20,"Female","The United States of America","White","No schooling completed",3,16,"Prefer not to say",681,4,"Support",3746,3109,"Team","Other","Casual","No",353.658783791033,403.618181817459,0.141264406021217,202.31087083302,403.580508476092,340.724410161854,139354,0.83,0.952,FALSE,1,0.533950585195014,-0.648021223681058,-2.00800490913444,-3.393095480058,-0.305098223222485,-0.903985526690201
"Pf8EZEz91625279496481","TRUE",25,"Male","United States","White","Master's degree",6,21,"Yes",700,4,"Support",3100,2800,"Team","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",378.159310344478,417.389583333395,0.103740069107861,313.501232663373,429.281818182115,481.58983051095,138200,0.5,2.881,FALSE,5,0.0755030583217741,0.325079953793799,0.0148192244216564,1.86259283798928,-0.289192454250627,-0.903985526690201
"pXOWHZU91627704810789","TRUE",22,"Male","United States","Native American or American Indian","Bachelor's degree",6,18,"Yes",2000,10,"Support",3306,3200,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",376.100000037866,471.376470628907,0.253327494234107,389.681766695387,484.876415101987,123.857607643684,139394,0.91,4.145,FALSE,4,0.668962640034706,-0.258780752691116,0.0148192244216564,0.548670758477463,0.799097001718618,0.0125903276697799
"q04J71Yv1625674643112","TRUE",31,"Male","United States","White","Bachelor's degree",7,27,"No",700,7,"Support",2800,2600,"Team","YouTube video","Casual","No",408.05517243188,514.085416679581,0.259842911966522,272.630495870606,448.209504143266,288.037586207001,138546,0.8,2.206,FALSE,4,-0.221226732534692,1.49280136676363,0.689093935607023,0.548670758477463,-0.289192454250627,-0.445697599510211
"Q2eVGEFx1625601442008","TRUE",28,"Male","United States ","White","Bachelor's degree",5,25,"No",600,3,"Support",3800,3000,"Team","Training maps (workshop),YouTube video,Coaching (team)","Casual","No",524.50144927486,666.11714285682,0.270000576314418,549.905123386579,526.386255924742,253.243403297883,138527,0.49,1.668,FALSE,4,0.37223284917824,0.908940660278712,-0.659455486763711,0.548670758477463,-0.372907027786723,-1.05674816908353
"qJn0YZje1625509146369","TRUE",37,"Male","Turkey","White","Bachelor's degree",9,32,"Yes",765,18,"Support",2000,1800,"Team","Training maps (workshop),YouTube video,Other","Casual","No",506.801459854102,600.488372095102,0.184859199632084,313.680008845246,475.004201680547,233.631043709374,138370,0.75,0.377,FALSE,4,-1.40814589596056,2.66052277973345,2.03764335797776,0.548670758477463,-0.234777981452165,1.23469146681642
"qP9Knt6O1626221242482","TRUE",25,"Male","United States ","White","Master's degree",3,23,"No",820,6,"Tank",3300,3000,"Team","Training maps (workshop),YouTube video,Coaching (individual),Coaching (team)","Casual","No",460.496503495655,555.253488374441,0.205771344971091,463.013142729301,686.667708333365,161.955319150559,138685,0.8,1.267,FALSE,5,0.37223284917824,0.325079953793799,-2.00800490913444,1.86259283798928,-0.188734966007312,-0.598460241903541
"qRW09uTm1625607036019","TRUE",23,"Male","Brasil","White","High school degree or equivalent (A levels)",6,20,"Yes",1000,10,"Damage",3405,2946,"Solo queue","Training maps (workshop),YouTube video","Casual","No",525.737410065081,627.1690476111,0.192932128481142,459.222158931061,647.399152540049,229.104112252854,138530,0.73,0.343,FALSE,3,0.292115805646994,-0.0641605171961442,0.0148192244216564,-0.765251321034357,-0.0380487336423398,0.0125903276697799
"R9o9vbZf1625533728251","TRUE",19,"Male","United States","Hispanic or Latino","High school degree or equivalent (A levels)",5,14,"No",200,25,"Tank",1600,1400,"Prefer not to say","VOD reviewing,YouTube video","Casual","No",391.102836879512,471.362790697622,0.205214450650575,354.140498899426,524.431914893665,150.852586206923,138405,0.59,0.547,FALSE,3,-2.00160547767349,-0.84264145917603,-0.659455486763711,-0.765251321034357,-0.707765321931106,2.30402996356973
"rRmBdhHS1625528799092","TRUE",23,"Male","Germany","White","High school degree or equivalent (A levels)",7,18,"Yes",1800,21,"Tank",4053,3862,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video,Other","Casual","Yes",355.864864875336,413.284090922637,0.161351208603907,484.887432936107,407.40944206203,212.507291676477,138400,0.88,1.449,FALSE,3,1.65113824776961,-0.0641605171961442,0.689093935607023,-0.765251321034357,0.631667854646426,1.69297939399641
"sBalk3rf1627799663496","TRUE",37,"Male","France","White","High school degree or equivalent (A levels)",5,34,"Yes",2000,25,"Damage",3100,3100,"Solo queue","Training maps (workshop),YouTube video","Casual","No",423.704895103728,489.449999998013,0.15516720635996,372.309975080146,493.688412011437,186.418006340878,139496,0.6,0.343,FALSE,3,0.520597744606473,2.66052277973345,-0.659455486763711,-0.765251321034357,0.799097001718618,2.30402996356973
