"sessionToken","Finished","age","gender","country","race","education","SES","ageoverwatch","accounts","totalhours","weeklyhours","class","peaksr","currentsr","team","aids","level","league","congruent","incongruent","RTinterference","mixingCosts","speed","switchCosts","userCode","updatingaccuracy","MD","outlier_maha","educationcode","zCSR","zAGE","zSES","zEDU","zTH","zWH"
"LxyvrqQH1625580765096","TRUE",27,"Male","Scotland","White","Bachelor's degree",4,22,"No",500,10,"Tank",3064,2746,"Team","YouTube video","Casual","No",468.334074078666,583.488235287807,0.245880382365257,640.495871778723,555.766197185561,181.523385586372,138438,0.41,1.902,FALSE,4,-0.00461398520947175,0.714320424783741,-1.33373019794908,0.548670758477463,-0.456621601322819,0.0125903276697799
"MaYtQcwR1625501782634","TRUE",22,"Male","United States of America","White","High school degree or equivalent (A levels)",5,19,"Yes",2400,3,"Tank",4100,3950,"Solo queue","VOD reviewing,YouTube video,Coaching (individual)","Casual","No",458.85401459854,535.906976744186,0.167924785866941,315.637624521073,501.724444444444,151.619063109954,138340,0.57,0.521,FALSE,3,1.78169935574645,-0.258780752691116,-0.659455486763711,-0.765251321034357,1.133955295863,-1.05674816908353
"mXKxNGbd1627699724568","TRUE",18,"Female","United States","White","High school degree or equivalent (A levels)",6,13,"No",1400,5,"Tank",3106,2597,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",517.318840579926,582.850000005215,0.126674604295926,236.271512861146,660.939013453075,418.547165995305,139386,0.65,0.915,FALSE,3,-0.225677679397539,-1.037261694671,0.0148192244216564,-0.765251321034357,0.296809560502043,-0.751222884296871
"n1S0HkTn1627735381793","TRUE",19,"Male","Canada","White","High school degree or equivalent (A levels)",7,15,"Yes",500,2,"Tank",2752,2700,"Team","YouTube video","Casual","No",371.183098568043,460.917500030994,0.241752390691091,360.430163347623,497.755021819902,108.007797288616,139464,0.85,3.027,FALSE,3,-0.072861837106459,-0.84264145917603,0.689093935607023,-0.765251321034357,-0.456621601322819,-1.20951081147686
"n4O6kXCJ1627689390561","TRUE",19,"Male","Spain","White","High school degree or equivalent (A levels)",6,17,"No",1200,8,"Tank",3904,3700,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",486.329850746958,519.050000000526,0.0672797468699743,457.788636362349,510.556818182021,336.247272727435,139353,0.71,2.102,FALSE,3,1.41078711717587,-0.84264145917603,0.0148192244216564,-0.765251321034357,0.129380413429852,-0.29293495711688
"qP9Knt6O1626221242482","TRUE",25,"Male","United States ","White","Master's degree",3,23,"No",820,6,"Tank",3300,3000,"Team","Training maps (workshop),YouTube video,Coaching (individual),Coaching (team)","Casual","No",460.496503495655,555.253488374441,0.205771344971091,463.013142729301,686.667708333365,161.955319150559,138685,0.8,1.267,FALSE,5,0.37223284917824,0.325079953793799,-2.00800490913444,1.86259283798928,-0.188734966007312,-0.598460241903541
"R9o9vbZf1625533728251","TRUE",19,"Male","United States","Hispanic or Latino","High school degree or equivalent (A levels)",5,14,"No",200,25,"Tank",1600,1400,"Prefer not to say","VOD reviewing,YouTube video","Casual","No",391.102836879512,471.362790697622,0.205214450650575,354.140498899426,524.431914893665,150.852586206923,138405,0.59,0.547,FALSE,3,-2.00160547767349,-0.84264145917603,-0.659455486763711,-0.765251321034357,-0.707765321931106,2.30402996356973
"rRmBdhHS1625528799092","TRUE",23,"Male","Germany","White","High school degree or equivalent (A levels)",7,18,"Yes",1800,21,"Tank",4053,3862,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video,Other","Casual","Yes",355.864864875336,413.284090922637,0.161351208603907,484.887432936107,407.40944206203,212.507291676477,138400,0.88,1.449,FALSE,3,1.65113824776961,-0.0641605171961442,0.689093935607023,-0.765251321034357,0.631667854646426,1.69297939399641
"sx1jxR6I1625500833949","TRUE",22,"Male","United States","White","Bachelor's degree",8,18,"No",250,10,"Tank",1498,1472,"Solo queue","VOD reviewing,YouTube video","Casual","No",394.997222222224,444.776190476187,0.126023590682259,290.450819672161,496.099999999999,557.407362146034,138336,0.8,2.54,FALSE,4,-1.89478275296516,-0.258780752691116,1.36336864679239,0.548670758477463,-0.665908035163058,0.0125903276697799
"Td0qJy4u1627696755830","TRUE",23,"Male","USA","Asian/Pacific Islander","Bachelor's degree",7,21,"Yes",500,15,"Tank",3550,3500,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","Yes",446.554861096872,527.018181786393,0.180186865488103,417.037403447911,543.817596555268,182.131666696072,139379,0.56,0.373,FALSE,4,1.11405732631941,-0.0641605171961442,0.689093935607023,0.548670758477463,-0.456621601322819,0.776403539636431
"US6JfNj61627688445489","TRUE",28,"Male","United States of America","Asian/Pacific Islander","Master's degree",7,23,"Yes",1344,5,"Tank",3039,2735,"Solo queue","VOD reviewing,YouTube video","Casual","No",446.473648613369,511.836956482867,0.146399027294217,469.528410463939,513.694396581629,443.711619213253,139350,0.59,0.948,FALSE,5,-0.0209341237065774,0.908940660278712,0.689093935607023,1.86259283798928,0.24992939932183,-0.751222884296871
"V3rA1nLQ1627691555629","TRUE",18,"Male","United States","White","High school degree or equivalent (A levels)",7,12,"No",2000,10,"Tank",3010,2550,"Team","Other","Casual","No",533.871323528097,723.167567568051,0.354572788792975,300.172257954526,707.124170617328,341.387207791132,139361,0.32,6.36,FALSE,3,-0.295409180248809,-1.037261694671,0.689093935607023,-0.765251321034357,0.799097001718618,0.0125903276697799
"yL68iR861627723796999","TRUE",23,"Male","Germany","Other","High school degree or equivalent (A levels)",4,18,"No",400,5,"Tank",2500,2000,"Solo queue","Training maps (workshop)","Casual","No",436.789041096217,498.746511631927,0.141847584775053,586.358942255037,563.982327586233,122.717746551098,139439,1,3.635,FALSE,3,-1.11141610510409,-0.0641605171961442,-1.33373019794908,-0.765251321034357,-0.540336174858915,-0.751222884296871
"ySjMvi0J1625521129025","TRUE",23,"Male","United States","White","Bachelor's degree",7,22,"No",500,15,"Tank",3400,2950,"Solo queue","Other","Casual","No",648.039455790098,655.689130441002,0.0118043347246159,384.942032518426,676.49796747919,209.406666668256,138388,0.91,5.244,FALSE,4,0.298050401464124,-0.0641605171961442,0.689093935607023,0.548670758477463,-0.456621601322819,0.776403539636431
"ZKXlEAy41623181228263","TRUE",35,"Male","Canada","White","High school degree or equivalent (A levels)",5,32,"No",300,8,"Tank",2600,2600,"Team","VOD reviewing,YouTube video","Casual","No",370.959420288589,445.213378388183,0.200167333779603,658.184591688485,436.771953779766,436.418722407263,137327,0.81,1.371,FALSE,3,-0.221226732534692,2.27128230874351,-0.659455486763711,-0.765251321034357,-0.62405074839501,-0.29293495711688
