"sessionToken","Finished","age","gender","country","race","education","SES","ageoverwatch","accounts","totalhours","weeklyhours","class","peaksr","currentsr","team","aids","level","league","congruent","incongruent","RTinterference","mixingCosts","speed","switchCosts","userCode","updatingaccuracy","MD","outlier_maha","educationcode","zCSR","zAGE","zSES","zEDU","zTH","zWH"
"jm3tOZmp1627733538094","TRUE",24,"Male","Italy","White","Master's degree",7,20,"Yes",2000,3,"Support",3706,3624,"Solo queue","Training maps (workshop),YouTube video","Casual","No",406.125190834963,478.256097558068,0.177607566215752,298.290617961933,463.331415929098,410.384862656171,139460,0.51,0.87,FALSE,5,1.29802979665041,0.130459718298827,0.689093935607023,1.86259283798928,0.799097001718618,-1.05674816908353
"JSLW4RBu1625579597086","TRUE",20,"Male","Germany","White","High school degree or equivalent (A levels)",7,16,"No",1030,20,"Support",3011,2920,"Solo queue","Training maps (workshop),VOD reviewing","Casual","No",367.012408762953,436.606976743354,0.189624563962227,283.441330995276,443.289177480714,447.341713744686,138435,0.83,1.513,FALSE,3,0.253540932835654,-0.648021223681058,0.689093935607023,-0.765251321034357,-0.0129343615815111,1.54021675160308
"ladQY4FR1625316869682","TRUE",24,"Female","United Kingdom","Asian/Pacific Islander","Bachelor's degree",6,21,"No",100,2,"Support",2500,2200,"Team","Training maps (workshop),YouTube video,Other","Casual","No",483.284328359721,583.651351353607,0.207676965927146,603.520757006396,607.638565022047,66.5560625867124,138282,0.59,1.226,FALSE,4,-0.814686314247624,0.130459718298827,0.0148192244216564,0.548670758477463,-0.791479895467202,-1.20951081147686
"LYiVh0FT1625549939038","TRUE",26,"Other","Finland","White","Bachelor's degree",4,23,"Prefer not to say",900,2,"Support",2227,2224,"Solo queue","Training maps (workshop)","Casual","No",387.946666692804,458.897561003522,0.182888268935431,685.239890764786,534.567381964221,275.373429058005,138415,0.48,0.654,FALSE,4,-0.779078739344848,0.51970018928877,-1.33373019794908,0.548670758477463,-0.121763307178436,-1.20951081147686
"MuFcUttz1625505916138","TRUE",18,"Male","United States","Hispanic or Latino","High school degree or equivalent (A levels)",6,13,"Yes",400,10,"Support",2582,2318,"Team","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",425.779340277774,476.509069767468,0.11914558714051,404.106884162391,488.375045662109,403.335701754378,138356,0.89,1.974,FALSE,3,-0.639615737642309,-1.037261694671,0.0148192244216564,-0.765251321034357,-0.540336174858915,0.0125903276697799
"omvmyy1y1627689902436","TRUE",19,"Male","England","White","High school degree or equivalent (A levels)",7,18,"No",200,7,"Support",2400,2194,"Solo queue","Training maps (workshop),YouTube video","Casual","No",355.802068966833,424.512121211399,0.19311313293957,424.187823036636,411.458078605249,385.800650086467,139358,0.54,0.527,FALSE,3,-0.823588207973318,-0.84264145917603,0.689093935607023,-0.765251321034357,-0.707765321931106,-0.445697599510211
"ozfzvbAh1625506979705","TRUE",23,"Prefer not to say","United States","White","Bachelor's degree",8,19,"No",500,10,"Support",2800,1800,"Solo queue","YouTube video","Casual","No",443.778787877975,550.180851063513,0.239763742864598,477.178155497284,559.268396226443,152.700816696385,138363,0.47,1.468,FALSE,4,-1.40814589596056,-0.0641605171961442,1.36336864679239,0.548670758477463,-0.456621601322819,0.0125903276697799
"PcCNF1js1627689409086","TRUE",20,"Female","The United States of America","White","No schooling completed",3,16,"Prefer not to say",681,4,"Support",3746,3109,"Team","Other","Casual","No",353.658783791033,403.618181817459,0.141264406021217,202.31087083302,403.580508476092,340.724410161854,139354,0.83,0.952,FALSE,1,0.533950585195014,-0.648021223681058,-2.00800490913444,-3.393095480058,-0.305098223222485,-0.903985526690201
"Pf8EZEz91625279496481","TRUE",25,"Male","United States","White","Master's degree",6,21,"Yes",700,4,"Support",3100,2800,"Team","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",378.159310344478,417.389583333395,0.103740069107861,313.501232663373,429.281818182115,481.58983051095,138200,0.5,2.881,FALSE,5,0.0755030583217741,0.325079953793799,0.0148192244216564,1.86259283798928,-0.289192454250627,-0.903985526690201
"pXOWHZU91627704810789","TRUE",22,"Male","United States","Native American or American Indian","Bachelor's degree",6,18,"Yes",2000,10,"Support",3306,3200,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",376.100000037866,471.376470628907,0.253327494234107,389.681766695387,484.876415101987,123.857607643684,139394,0.91,4.145,FALSE,4,0.668962640034706,-0.258780752691116,0.0148192244216564,0.548670758477463,0.799097001718618,0.0125903276697799
"q04J71Yv1625674643112","TRUE",31,"Male","United States","White","Bachelor's degree",7,27,"No",700,7,"Support",2800,2600,"Team","YouTube video","Casual","No",408.05517243188,514.085416679581,0.259842911966522,272.630495870606,448.209504143266,288.037586207001,138546,0.8,2.206,FALSE,4,-0.221226732534692,1.49280136676363,0.689093935607023,0.548670758477463,-0.289192454250627,-0.445697599510211
"Q2eVGEFx1625601442008","TRUE",28,"Male","United States ","White","Bachelor's degree",5,25,"No",600,3,"Support",3800,3000,"Team","Training maps (workshop),YouTube video,Coaching (team)","Casual","No",524.50144927486,666.11714285682,0.270000576314418,549.905123386579,526.386255924742,253.243403297883,138527,0.49,1.668,FALSE,4,0.37223284917824,0.908940660278712,-0.659455486763711,0.548670758477463,-0.372907027786723,-1.05674816908353
"qJn0YZje1625509146369","TRUE",37,"Male","Turkey","White","Bachelor's degree",9,32,"Yes",765,18,"Support",2000,1800,"Team","Training maps (workshop),YouTube video,Other","Casual","No",506.801459854102,600.488372095102,0.184859199632084,313.680008845246,475.004201680547,233.631043709374,138370,0.75,0.377,FALSE,4,-1.40814589596056,2.66052277973345,2.03764335797776,0.548670758477463,-0.234777981452165,1.23469146681642
"upL6gYkv1627774375989","TRUE",18,"Male","United States","White","High school degree or equivalent (A levels)",8,14,"No",300,18,"Support",2561,2458,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video,Other","Casual","No",342.213475190156,412.256097537715,0.204675231764732,133.536658214863,434.95807861553,336.338596494574,139494,1,3.638,FALSE,3,-0.431904884042783,-1.037261694671,1.36336864679239,-0.765251321034357,-0.62405074839501,1.23469146681642
"VqUJC1tm1625505217065","TRUE",20,"Female","England","White","High school degree or equivalent (A levels)",5,17,"Yes",500,6,"Support",4100,3800,"Team","Other","Casual","No",485.994999999021,590.177777777115,0.214370060964217,393.014302323967,483.650697675139,131.55078947531,138353,0.56,0.825,FALSE,3,1.5591520126041,-0.648021223681058,-0.659455486763711,-0.765251321034357,-0.456621601322819,-0.598460241903541
"vVMHHldk1627753672074","TRUE",18,"Male","Germany","White","High school degree or equivalent (A levels)",6,15,"Yes",1600,10,"Support",3579,3550,"Team","Training maps (workshop),YouTube video","Professional","Yes",479.659420289821,623.165909090905,0.299184135098136,386.658892149782,565.187659574478,541.745114942469,139481,0.45,4.228,FALSE,3,1.18823977403352,-1.037261694671,0.0148192244216564,-0.765251321034357,0.464238707574235,0.0125903276697799
"wngGKZs81625309979283","TRUE",21,"Male","Brazil","Hispanic or Latino","High school degree or equivalent (A levels)",6,17,"Yes",700,6,"Support",2800,2650,"Team","VOD reviewing,YouTube video","Casual","No",513.849606297148,609.339999992507,0.185833349924062,159.593920702843,732.966079295207,118.563076923805,138273,0.74,0.898,FALSE,3,-0.147044284820575,-0.453400988186087,0.0148192244216564,-0.765251321034357,-0.289192454250627,-0.598460241903541
"X5HaYsEs1627910363978","TRUE",20,"Female","United Kingdom","Asian/Pacific Islander","Bachelor's degree",6,17,"Yes",1100,10,"Support",4070,3700,"Solo queue","Training maps (workshop),YouTube video","Casual","No",370.819014097603,412.600000001663,0.11267217784324,195.402589277023,414.417410719075,741.262142863599,139535,0.87,6.291,FALSE,4,1.41078711717587,-0.648021223681058,0.0148192244216564,0.548670758477463,0.045665839893756,0.0125903276697799
"yFB8vhPf1627722884003","TRUE",23,"Male","United Kingdom","White","Bachelor's degree",6,18,"Yes",1400,25,"Support",3296,3127,"Team","Prefer not to say","Casual","No",386.315234877394,434.691382968362,0.125224541316165,361.571616630144,408.101580113785,140.49996990797,139438,0.81,1.33,FALSE,4,0.560656266372096,-0.0641605171961442,0.0148192244216564,0.548670758477463,0.296809560502043,2.30402996356973
"YP98WBXD1627692678740","TRUE",29,"Male","The Netherlands","White","Master's degree",7,25,"Yes",600,5,"Support",3100,2500,"Solo queue","Training maps (workshop),VOD reviewing,YouTube video","Casual","No",440.536231884058,531.04347826087,0.20544790604336,461.658861135891,538.188596491228,400.835082055421,139364,0.55,0.606,FALSE,5,-0.369591627962925,1.10356089577368,0.689093935607023,1.86259283798928,-0.372907027786723,-0.751222884296871
"ZQYUQSvI1627691868284","TRUE",22,"Male","United States","White","Bachelor's degree",6,18,"No",1260,2,"Support",2990,2870,"Solo queue","YouTube video","Casual","No",416.591428570875,501.978260868917,0.204965408412178,304.277069678304,492.373777778414,104.037083574785,139362,0.64,0.858,FALSE,4,0.179358485121537,-0.258780752691116,0.0148192244216564,0.548670758477463,0.179609157551509,-1.20951081147686
